"breed" "weight" "age" "id"
"sphinx" 7.98742538755449 6 24
"sphinx" 7.90122823921804 7 24
"sphinx" 8.91698325612809 8 24
"sphinx" 8.36720729226159 9 24
"sphinx" 8.53586783397424 10 24
"sphinx" 7.81347697375355 11 24
"sphinx" 7.7369582788595 12 24
"sphinx" 8.01727252136496 13 24
"sphinx" 6.53401712218304 14 24
"sphinx" 6.86104038155946 15 24
"americanShorthair" 5.68544220780498 1 25
"americanShorthair" 6.08599730490161 2 25
"americanShorthair" 6.19595496198405 3 25
"americanShorthair" 6.42717977876434 4 25
"americanShorthair" 6.38336986726408 5 25
"americanShorthair" 6.81114017554478 6 25
"americanShorthair" 6.73016833805336 7 25
"americanShorthair" 6.44760539438811 8 25
"americanShorthair" 6.23827911618028 9 25
"britishShorthair" 4.7987190565148 1 26
"britishShorthair" 5.48683047849821 2 26
"britishShorthair" 6.18163891460198 3 26
"britishShorthair" 6.31009884739667 4 26
"britishShorthair" 5.81927269720055 5 26
"britishShorthair" 6.1168920498703 6 26
"britishShorthair" 6.72978993029254 7 26
"sphinx" 7.11164271451945 1 27
"sphinx" 8.48324654451865 2 27
"sphinx" 9.28796437719615 3 27
"sphinx" 8.69942167857228 4 27
"sphinx" 8.87168903678946 5 27
"sphinx" 8.97130699057461 6 27
"sphinx" 10.4716336222804 7 27
"sphinx" 9.7012414300859 8 27
"sphinx" 9.22408312721599 9 27
"sphinx" 9.19158870932385 10 27
"sphinx" 9.7114202692069 11 27
"siamese" 5.65611925475092 1 28
"siamese" 6.60623537649675 2 28
"siamese" 6.28452200958317 3 28
"siamese" 6.62912267964531 4 28
"siamese" 7.41119288964492 5 28
"siamese" 7.49939814414456 6 28
"siamese" 7.71960109365608 7 28
"abyssinian" 8.55880019322394 1 29
"abyssinian" 9.5375834862394 2 29
"abyssinian" 9.03830057735831 3 29
"abyssinian" 9.8614843491141 4 29
"abyssinian" 10.8767382092041 5 29
"abyssinian" 10.8374721268995 6 29
"abyssinian" 11.2168365199753 7 29
"abyssinian" 10.6345003117964 8 29
"abyssinian" 11.3836518161434 9 29
"sphinx" 6.44512124437861 1 30
"sphinx" 7.01854301864593 2 30
"sphinx" 6.82875135705042 3 30
"sphinx" 7.72695757538629 4 30
"sphinx" 7.07789370248393 5 30
"sphinx" 7.07349138064796 6 30
"sphinx" 7.73285750061917 7 30
"sphinx" 7.62923237068248 8 30
"sphinx" 7.90871217923132 9 30
"sphinx" 7.04145641747246 10 30
"sphinx" 7.79131114671028 11 30
"sphinx" 6.89877620540397 12 30
"abyssinian" 6.73749898725832 1 31
"abyssinian" 8.81418070356696 2 31
"abyssinian" 9.96316965125711 3 31
"abyssinian" 10.0467740375362 4 31
"abyssinian" 10.2860844986653 5 31
"abyssinian" 11.0980270134889 6 31
"abyssinian" 10.2809941598728 7 31
"abyssinian" 10.0611613622679 8 31
"abyssinian" 10.0024105040049 9 31
"abyssinian" 8.99696491150837 10 31
"abyssinian" 7.57165611437428 1 32
"abyssinian" 7.47524724161932 2 32
"abyssinian" 8.96879917573759 3 32
"abyssinian" 9.17671716199972 4 32
"abyssinian" 9.11959328808134 5 32
"abyssinian" 9.23752784298522 6 32
"abyssinian" 10.2292770150426 7 32
"abyssinian" 9.26242027250312 8 32
"abyssinian" 10.2301851821977 9 32
"abyssinian" 8.09703847574076 1 33
"abyssinian" 7.81542953810112 2 33
"abyssinian" 9.19936818377868 3 33
"abyssinian" 9.16648327735995 4 33
"abyssinian" 9.64227031567307 5 33
"abyssinian" 10.1434908624852 6 33
"abyssinian" 9.67847299366042 7 33
"abyssinian" 10.1471912036058 8 33
"abyssinian" 10.3709232636271 9 33
"persian" 4.61499863350636 1 34
"persian" 5.6382726079764 2 34
"persian" 5.4433554773573 3 34
"persian" 4.79924274759835 4 34
"persian" 6.23182589360575 5 34
"persian" 5.17275570984383 6 34
"persian" 4.94116163304427 7 34
"bengal" 6.6497667769763 1 35
"bengal" 7.62633122681235 2 35
"bengal" 8.16903710290599 3 35
"bengal" 8.03239461079345 4 35
"bengal" 8.5761189735685 5 35
"bengal" 7.82253288439308 6 35
"bengal" 8.65993542302977 7 35
"bengal" 8.47093957005866 8 35
"bengal" 7.3836499142026 9 35
"bengal" 8.80844576527122 10 35
"bengal" 7.8769438044393 11 35
"bengal" 7.63868352896501 12 35
"bengal" 7.72722147171837 13 35
"scottishFold" 7.70612357394797 1 36
"scottishFold" 9.71013076569024 2 36
"scottishFold" 10.9582264676964 3 36
"scottishFold" 10.1351556190958 4 36
"scottishFold" 10.4896609161103 5 36
"scottishFold" 10.708222313554 6 36
"scottishFold" 11.6483414893434 7 36
"persian" 4.39433420813943 1 37
"persian" 5.22774357592523 2 37
"persian" 5.50488701393066 3 37
"persian" 4.56225930661575 4 37
"persian" 5.49340803427866 5 37
"persian" 5.12351691910864 6 37
"persian" 5.56791850718929 7 37
"persian" 5.48329432392264 8 37
"persian" 4.90483634049604 9 37
"americanShorthair" 7.35529935885212 1 38
"americanShorthair" 8.93143193921181 2 38
"americanShorthair" 9.54316249478895 3 38
"americanShorthair" 9.63231370976059 4 38
"americanShorthair" 9.31133053722285 5 38
"americanShorthair" 10.2484440562745 6 38
"americanShorthair" 10.571525155168 7 38
"americanShorthair" 11.0246370111689 8 38
"americanShorthair" 10.5849162138167 9 38
"americanShorthair" 6.75553852073803 1 39
"americanShorthair" 6.39081721206379 2 39
"americanShorthair" 7.40911402752791 3 39
"americanShorthair" 7.72641896752686 4 39
"americanShorthair" 7.80681019951653 5 39
"americanShorthair" 7.09284887938512 6 39
"americanShorthair" 8.4642214205689 7 39
"americanShorthair" 7.62199957075043 8 39
"americanShorthair" 7.05349889446869 9 39
"americanShorthair" 7.646462780203 10 39
"americanShorthair" 7.28913550644227 11 39
"americanShorthair" 7.23253827604736 12 39
"americanShorthair" 6.75993509869031 13 39
"americanShorthair" 5.95614132206832 14 39
"americanShorthair" 6.15194702244861 15 39
"bengal" 7.10889027503739 1 40
"bengal" 7.46735164668488 2 40
"bengal" 7.80760317260711 3 40
"bengal" 8.2969388710112 4 40
"bengal" 9.85999635893275 5 40
"bengal" 9.22192376054732 6 40
"bengal" 10.160759997883 7 40
"siamese" 5.87482499728057 1 41
"siamese" 5.21544683825765 2 41
"siamese" 5.59032052049181 3 41
"siamese" 6.287653489314 4 41
"siamese" 6.54865606538737 5 41
"siamese" 7.01776340176165 6 41
"siamese" 6.83933864291923 7 41
"siamese" 7.33884167267617 8 41
"siamese" 6.40041823110388 9 41
"siamese" 5.17638694806026 10 41
"sphinx" 6.93605044406545 1 42
"sphinx" 7.76999241148251 2 42
"sphinx" 7.41975222832957 3 42
"sphinx" 8.47730949040804 4 42
"sphinx" 8.61533584235733 5 42
"sphinx" 9.11606996292276 6 42
"sphinx" 8.70409546575931 7 42
"sphinx" 9.12759445838269 8 42
"sphinx" 8.73798941036613 9 42
"sphinx" 8.69482296464956 10 42
"scottishFold" 7.77254439493636 1 43
"scottishFold" 10.0576069301854 2 43
"scottishFold" 10.6820624150817 3 43
"scottishFold" 10.4475388603111 4 43
"scottishFold" 12.5265821987837 5 43
"scottishFold" 10.9586454553074 6 43
"scottishFold" 11.4848067976573 7 43
"scottishFold" 11.6616327233776 8 43
"siamese" 5.0862703483429 1 44
"siamese" 5.7729915613251 2 44
"siamese" 4.86307596580061 3 44
"siamese" 6.46275522636152 4 44
"siamese" 7.01480284801511 5 44
"siamese" 6.66717845277506 6 44
"siamese" 6.47878359034959 7 44
"siamese" 7.47829814264711 8 44
"siamese" 7.45947130405172 9 44
"britishShorthair" 4.6132048804577 1 45
"britishShorthair" 4.42133255087235 2 45
"britishShorthair" 5.37131370697696 3 45
"britishShorthair" 6.20317921187159 4 45
"britishShorthair" 5.21415444609623 5 45
"britishShorthair" 5.70365168727643 6 45
"britishShorthair" 5.24551560091641 7 45
"britishShorthair" 4.76205426212353 8 45
"siamese" 4.8918839540368 1 46
"siamese" 5.90289578310912 2 46
"siamese" 6.5630748738175 3 46
"siamese" 5.89753494254172 4 46
"siamese" 5.88453821983175 5 46
"siamese" 5.34369124811573 6 46
"siamese" 6.67289780025462 7 46
"siamese" 7.21144504203576 8 46
"siamese" 6.08510041261673 9 46
"siamese" 6.09625146005918 10 46
"siamese" 5.95528448412151 11 46
"siamese" 5.69317807359233 12 46
"ragdoll" 5.6492539698572 1 47
"ragdoll" 7.40702816118914 2 47
"ragdoll" 6.30297539042335 3 47
"ragdoll" 7.01376988084839 4 47
"ragdoll" 7.76527249974547 5 47
"ragdoll" 7.84808468078773 6 47
"ragdoll" 7.47383469008023 7 47
"maineCoon" 4.23858803203391 1 48
"maineCoon" 3.96423346416238 2 48
"maineCoon" 4.66638139545767 3 48
"maineCoon" 4.52305988030586 4 48
"maineCoon" 5.27587847779051 5 48
"maineCoon" 4.60321073583385 6 48
"maineCoon" 5.04666804802219 7 48
"maineCoon" 5.26529578689415 8 48
"maineCoon" 5.38398582053776 9 48
"maineCoon" 4.63625053706926 10 48
"maineCoon" 5.21573370378902 11 48
"maineCoon" 4.68783145543991 12 48
"maineCoon" 5.29789722533332 13 48
"maineCoon" 4.13154487851332 14 48
"scottishFold" 8.94033059349464 1 49
"scottishFold" 10.6826127031248 2 49
"scottishFold" 10.3057509345371 3 49
"scottishFold" 11.8475392522734 4 49
"scottishFold" 12.2759983876685 5 49
"scottishFold" 11.4001317185845 6 49
"scottishFold" 12.0827850633906 7 49
"scottishFold" 12.4343184376861 8 49
"abyssinian" 7.1825050094438 1 50
"abyssinian" 8.68499531670914 2 50
"abyssinian" 9.43680458840074 3 50
"abyssinian" 9.03491209201076 4 50
"abyssinian" 9.57308717791367 5 50
"abyssinian" 9.04221222861648 6 50
"abyssinian" 10.2316665321681 7 50
"abyssinian" 10.4723060647542 8 50
"abyssinian" 9.68667637738284 9 50
"abyssinian" 9.6624507174615 10 50
"abyssinian" 10.6949626496237 11 50
"abyssinian" 9.03063290389806 12 50
"abyssinian" 9.36454531656189 13 50
"abyssinian" 8.29075101292613 14 50
"abyssinian" 8.19737554078522 1 51
"abyssinian" 8.9852119580277 2 51
"abyssinian" 9.59787594561299 3 51
"abyssinian" 10.1915069032764 4 51
"abyssinian" 10.7115096203457 5 51
"abyssinian" 10.1783925466007 6 51
"abyssinian" 10.9056016714362 7 51
"abyssinian" 10.3352292746489 8 51
"abyssinian" 10.3471707024925 9 51
"abyssinian" 10.8922655302041 10 51
"abyssinian" 10.2321974704067 11 51
"abyssinian" 10.0768799981256 12 51
"abyssinian" 7.83934258685545 1 52
"abyssinian" 9.10981340910728 2 52
"abyssinian" 9.78582155456581 3 52
"abyssinian" 10.0252951623639 4 52
"abyssinian" 10.5360219565084 5 52
"abyssinian" 10.5348077536884 6 52
"abyssinian" 9.96854284541334 7 52
"abyssinian" 11.0023502199908 8 52
"abyssinian" 10.603769381581 9 52
"sphinx" 6.81038945513575 1 53
"sphinx" 9.2892336673781 2 53
"sphinx" 7.78171391234127 3 53
"sphinx" 8.38847731853965 4 53
"sphinx" 9.69489430781547 5 53
"sphinx" 9.70397822140882 6 53
"sphinx" 9.24314344788064 7 53
"sphinx" 9.58426101573735 8 53
"americanShorthair" 7.39818246882062 1 54
"americanShorthair" 8.37386812649402 2 54
"americanShorthair" 8.29826785303695 3 54
"americanShorthair" 8.33184998973088 4 54
"americanShorthair" 9.28245013379959 5 54
"americanShorthair" 9.1498736618667 6 54
"americanShorthair" 9.21744245386003 7 54
"maineCoon" 4.81643091208194 1 55
"maineCoon" 5.97222066392479 2 55
"maineCoon" 6.2825649403697 3 55
"maineCoon" 6.36663048460707 4 55
"maineCoon" 6.82178096169241 5 55
"maineCoon" 6.09272230148224 6 55
"maineCoon" 7.18291445963677 7 55
"maineCoon" 6.65855628209978 8 55
"maineCoon" 6.59225403410443 9 55
"maineCoon" 5.92015719303654 10 55
"maineCoon" 6.27112938691013 11 55
"maineCoon" 6.15379322464112 12 55
"persian" 4.24267566791945 1 56
"persian" 4.25597603305197 2 56
"persian" 5.40143824792062 3 56
"persian" 4.71366054101327 4 56
"persian" 4.15622410513233 5 56
"persian" 4.40570066528496 6 56
"persian" 4.72197735003987 7 56
"persian" 4.77563548958258 8 56
"persian" 4.54911259599518 9 56
"persian" 4.2189954320081 10 56
"siamese" 6.56136022585837 1 57
"siamese" 6.92476526538138 2 57
"siamese" 7.66359235490913 3 57
"siamese" 8.43954609559485 4 57
"siamese" 8.87026906241702 5 57
"siamese" 9.10456582739985 6 57
"siamese" 8.04896293096064 7 57
"siamese" 7.97247963325086 8 57
"siamese" 8.58859542659335 9 57
"siamese" 8.24220404459961 10 57
"americanShorthair" 6.4515119991363 1 58
"americanShorthair" 6.66420405075415 2 58
"americanShorthair" 8.46459868329175 3 58
"americanShorthair" 7.94000796255829 4 58
"americanShorthair" 7.83751372203887 5 58
"americanShorthair" 7.80587530399642 6 58
"americanShorthair" 8.02385010229398 7 58
"americanShorthair" 6.61671373236219 1 59
"americanShorthair" 6.16331959001715 2 59
"americanShorthair" 6.55024713243104 3 59
"americanShorthair" 6.79350552718414 4 59
"americanShorthair" 6.68980764780804 5 59
"americanShorthair" 7.1985351986769 6 59
"americanShorthair" 7.180361402311 7 59
"bengal" 6.38345506852085 1 60
"bengal" 7.89876293410297 2 60
"bengal" 7.86559376076448 3 60
"bengal" 7.92708293686936 4 60
"bengal" 8.3634276216117 5 60
"bengal" 8.75342494358546 6 60
"bengal" 9.02808995572457 7 60
"bengal" 8.9363025949219 8 60
"bengal" 9.353800440188 9 60
"bengal" 8.8100440788995 10 60
"bengal" 8.12561794894436 11 60
"americanShorthair" 7.13025887804607 1 61
"americanShorthair" 7.73676092223577 2 61
"americanShorthair" 8.60608342930117 3 61
"americanShorthair" 9.43374828036685 4 61
"americanShorthair" 9.42341740898072 5 61
"americanShorthair" 9.31924849128278 6 61
"americanShorthair" 9.5531937498947 7 61
"persian" 5.05682729463636 1 62
"persian" 4.92249115257384 2 62
"persian" 4.87111966487417 3 62
"persian" 5.59008621992543 4 62
"persian" 5.277597464131 5 62
"persian" 5.02668039813082 6 62
"persian" 5.67116864463176 7 62
"siamese" 6.51909678188381 1 63
"siamese" 6.62930521007192 2 63
"siamese" 7.63283194826859 3 63
"siamese" 7.52202613034097 4 63
"siamese" 8.34858047871565 5 63
"siamese" 8.11440658477556 6 63
"siamese" 7.76416989371811 7 63
"americanShorthair" 5.86405626182164 1 64
"americanShorthair" 6.65447370439525 2 64
"americanShorthair" 6.47135581544088 3 64
"americanShorthair" 7.20498518407652 4 64
"americanShorthair" 7.47710050560782 5 64
"americanShorthair" 7.64456790330839 6 64
"americanShorthair" 7.31793736631317 7 64
"ragdoll" 6.50082837234372 1 65
"ragdoll" 7.19517919404282 2 65
"ragdoll" 7.15907385838496 3 65
"ragdoll" 8.21339329738104 4 65
"ragdoll" 8.09453840239977 5 65
"ragdoll" 7.41198224309805 6 65
"ragdoll" 8.85595788795297 7 65
"ragdoll" 8.31698715758897 8 65
"abyssinian" 7.91236647976504 1 66
"abyssinian" 9.29397410031105 2 66
"abyssinian" 9.20411898790344 3 66
"abyssinian" 10.0452047979498 4 66
"abyssinian" 9.91925126788882 5 66
"abyssinian" 10.4446202603321 6 66
"abyssinian" 11.3136978337494 7 66
"abyssinian" 11.6226279786644 8 66
"abyssinian" 10.3750164964226 9 66
"abyssinian" 10.8372798760553 10 66
"abyssinian" 10.3941645098689 11 66
"abyssinian" 10.7230256698644 12 66
"abyssinian" 10.1431024415359 13 66
"abyssinian" 9.65075368949884 14 66
"persian" 3.97469467815523 1 67
"persian" 4.40210369033291 2 67
"persian" 4.27065622979161 3 67
"persian" 4.62666940477513 4 67
"persian" 4.98584636690364 5 67
"persian" 5.19501490850103 6 67
"persian" 4.57379720194353 7 67
"persian" 4.10666817232858 8 67
"ragdoll" 6.902311481082 1 68
"ragdoll" 6.55312565207001 2 68
"ragdoll" 7.70495780389415 3 68
"ragdoll" 6.64220839692817 4 68
"ragdoll" 7.78045365726742 5 68
"ragdoll" 7.36014387159444 6 68
"ragdoll" 8.23281013783872 7 68
"maineCoon" 6.01919401281388 1 69
"maineCoon" 5.86608920849048 2 69
"maineCoon" 5.41987795039779 3 69
"maineCoon" 6.33832391276606 4 69
"maineCoon" 5.73787389408766 5 69
"maineCoon" 6.19765296631492 6 69
"maineCoon" 6.71925131276783 7 69
"maineCoon" 6.69061405932571 8 69
"siamese" 6.76662896293207 1 70
"siamese" 7.21946086029415 2 70
"siamese" 8.31892032237508 3 70
"siamese" 8.40644179528473 4 70
"siamese" 8.68039974193586 5 70
"siamese" 8.76548747317319 6 70
"siamese" 8.60530164914448 7 70
"siamese" 8.96430057853729 8 70
"siamese" 8.1349674239214 9 70
"siamese" 7.38212142594541 10 70
"siamese" 8.10233524674679 11 70
"siamese" 8.17427507774951 12 70
"siamese" 7.50308370017901 13 70
"siamese" 7.62525294662795 14 70
"sphinx" 8.49138087129152 1 71
"sphinx" 8.48542122033338 2 71
"sphinx" 8.87046896010228 3 71
"sphinx" 9.46841321109683 4 71
"sphinx" 10.3499870766396 5 71
"sphinx" 9.7039672757093 6 71
"sphinx" 10.6191864225947 7 71
"sphinx" 10.626333991374 8 71
"sphinx" 10.0729311935312 9 71
"sphinx" 9.71067982150674 10 71
"sphinx" 10.1740384190556 11 71
"sphinx" 9.59316229396475 12 71
"abyssinian" 7.60161878620587 1 72
"abyssinian" 7.40098760364243 2 72
"abyssinian" 8.37801325483463 3 72
"abyssinian" 9.24361143787961 4 72
"abyssinian" 8.84800638566474 5 72
"abyssinian" 8.40153157465593 6 72
"abyssinian" 9.42240670341922 7 72
"abyssinian" 9.66235845082302 8 72
"abyssinian" 8.64563650480939 9 72
"abyssinian" 8.95792213865998 10 72
"ragdoll" 5.9323759433171 1 73
"ragdoll" 7.40443043788304 2 73
"ragdoll" 7.78138315169976 3 73
"ragdoll" 7.74793583177601 4 73
"ragdoll" 8.98889844088438 5 73
"ragdoll" 9.18226896694493 6 73
"ragdoll" 7.51234130157786 7 73
"ragdoll" 8.80553197370778 8 73
"ragdoll" 9.15101034617619 9 73
"ragdoll" 8.36107871508931 10 73
"ragdoll" 8.32438717845456 11 73
"ragdoll" 8.17905343676053 12 73
"ragdoll" 7.95580316183396 13 73
"ragdoll" 7.80196324537672 14 73
"britishShorthair" 6.60752550724523 1 74
"britishShorthair" 7.58996094842491 2 74
"britishShorthair" 8.24933618044613 3 74
"britishShorthair" 7.55422918345587 4 74
"britishShorthair" 7.2679731100365 5 74
"britishShorthair" 7.21022705605219 6 74
"britishShorthair" 8.86421984927006 7 74
"britishShorthair" 8.15669663167352 8 74
